Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A739645,Roxy,12/10/2016 11:42:00 AM,12/10/2016 11:42:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue,Roxy,12/17/2016 12:08:00 PM,12/17/2016 12:08:00 PM,12/05/2014,Dog,Intact Female,2 years,Pit Bull Mix,Blue,0.0
A789561,,02/23/2019 06:20:00 PM,02/23/2019 06:20:00 PM,11108 Desert Willow Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Brown,,03/01/2019 07:04:00 PM,03/01/2019 07:04:00 PM,02/23/2017,Dog,Neutered Male,2 years,German Shepherd,Black/Brown,0.0
A751379,*Merida,06/07/2017 12:18:00 PM,06/07/2017 12:18:00 PM,Noche Clara Dr & Alomar Cv in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,*Merida,06/14/2017 05:30:00 PM,06/14/2017 05:30:00 PM,12/07/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A804447,*Kernal,09/14/2019 04:38:00 PM,09/14/2019 04:38:00 PM,5513 Pasea Nuevo Circle in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,*Kernal,10/20/2019 05:35:00 PM,10/20/2019 05:35:00 PM,06/29/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0.0
A763591,Millie,12/11/2017 02:11:00 PM,12/11/2017 02:11:00 PM,Webberville And Tannehill in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Tan/White,Millie,08/19/2018 03:28:00 PM,08/19/2018 03:28:00 PM,12/11/2016,Dog,Spayed Female,1 year,Staffordshire Mix,Tan/White,0.0
A703960,,05/30/2015 06:41:00 PM,05/30/2015 06:41:00 PM,Austin (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,,05/30/2015 06:42:00 PM,05/30/2015 06:42:00 PM,05/27/2015,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0.0
A683076,*Sitka,07/06/2014 04:41:00 PM,07/06/2014 04:41:00 PM,1604 Red Fox in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,White,*Sitka,07/11/2014 03:35:00 PM,07/11/2014 03:35:00 PM,07/06/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,White,0.0
A756507,Rigby,08/21/2017 11:01:00 AM,08/21/2017 11:01:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,5 months,Rabbit Sh Mix,Blue,Rigby,08/24/2017 06:17:00 PM,08/24/2017 06:17:00 PM,03/21/2017,Other,Intact Male,5 months,Rabbit Sh Mix,Blue,0.0
A758330,Dixie,09/14/2017 11:54:00 AM,09/14/2017 11:54:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig Mix,White/Black,Dixie,09/14/2017 03:37:00 PM,09/14/2017 03:37:00 PM,04/14/2017,Other,Intact Female,5 months,Guinea Pig Mix,White/Black,0.0
A807992,,11/02/2019 04:25:00 PM,11/02/2019 04:25:00 PM,Emerald Forest Drive And West Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Calico,,11/10/2019 09:02:00 AM,11/10/2019 09:02:00 AM,11/02/2017,Cat,Intact Female,2 years,Domestic Shorthair,Calico,1.0
A790714,April,03/15/2019 11:07:00 AM,03/15/2019 11:07:00 AM,Brushy Country And Convict Hill in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Alaskan Husky Mix,White/Black,April,03/19/2019 04:23:00 PM,03/19/2019 04:23:00 PM,03/15/2018,Dog,Spayed Female,1 year,Alaskan Husky Mix,White/Black,0.0
A751859,Bailey,10/09/2017 12:05:00 PM,10/09/2017 12:05:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie,Bailey,10/12/2017 01:35:00 PM,10/12/2017 01:35:00 PM,04/27/2017,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie,0.0
A780947,,09/22/2018 02:07:00 PM,09/22/2018 02:07:00 PM,6001 Hogan Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Wire Hair Fox Terrier Mix,Tricolor,,09/26/2018 04:53:00 PM,09/26/2018 04:53:00 PM,09/22/2016,Dog,Neutered Male,2 years,Wire Hair Fox Terrier Mix,Tricolor,0.0
A793067,Prince,07/12/2019 05:21:00 PM,07/12/2019 05:21:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black,Prince,07/19/2019 06:34:00 PM,07/19/2019 06:34:00 PM,04/19/2017,Dog,Intact Male,2 years,German Shepherd,Brown/Black,0.0
A716491,Pilgrim,11/19/2015 10:38:00 PM,11/19/2015 10:38:00 PM,W Braker Ln & Tedford in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Australian Cattle Dog Mix,Tan/Gray,Pilgrim,11/28/2015 05:10:00 PM,11/28/2015 05:10:00 PM,11/19/2011,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Tan/Gray,0.0
A667990,*Etta,11/26/2013 11:12:00 AM,11/26/2013 11:12:00 AM,Richardson And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,*Etta,01/27/2014 04:17:00 PM,01/27/2014 04:17:00 PM,11/26/2011,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,0.0
A667336,*Marla,11/16/2013 12:37:00 PM,11/16/2013 12:37:00 PM,Mckinny Falls And Burleson in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown,*Marla,12/04/2013 12:04:00 PM,12/04/2013 12:04:00 PM,11/16/2011,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown,0.0
A800022,,07/15/2019 01:41:00 PM,07/15/2019 01:41:00 PM,3235 Martin Luther King in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Medium Hair,Blue,,07/19/2019 11:54:00 AM,07/19/2019 11:54:00 AM,07/15/2018,Cat,Unknown,1 year,Domestic Medium Hair,Blue,0.0
A679330,Hercules,05/27/2014 04:04:00 PM,05/27/2014 04:04:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,Pit Bull Mix,White/Tan,Hercules,06/18/2014 12:49:00 PM,06/18/2014 12:49:00 PM,10/19/2013,Dog,Neutered Male,7 months,Pit Bull Mix,White/Tan,0.0
A714028,*Jefferson,10/17/2015 09:39:00 AM,10/17/2015 09:39:00 AM,1000 Ellingson in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,*Jefferson,09/21/2016 01:39:00 PM,09/21/2016 01:39:00 PM,10/10/2010,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,0.0
A723818,Sully,04/07/2016 01:11:00 PM,04/07/2016 01:11:00 PM,6001 Turstone in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,Sully,05/14/2016 07:07:00 PM,05/14/2016 07:07:00 PM,03/07/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A746553,,04/04/2017 05:15:00 PM,04/04/2017 05:15:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Brown Tabby,,04/04/2017 05:16:00 PM,04/04/2017 05:16:00 PM,03/28/2017,Cat,Intact Female,1 week,Domestic Shorthair Mix,Brown Tabby,0.0
A808522,,11/10/2019 12:08:00 PM,11/10/2019 12:08:00 PM,Berkman Drive And Patton Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Shorthair,Brown Tabby,,11/14/2019 12:23:00 PM,11/14/2019 12:23:00 PM,11/10/2015,Cat,Intact Female,4 years,Domestic Shorthair,Brown Tabby,0.0
A689617,,10/07/2014 11:12:00 AM,10/07/2014 11:12:00 AM,1201 S 3Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,,10/12/2014 12:24:00 PM,10/12/2014 12:24:00 PM,07/23/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A674654,,03/16/2014 01:55:00 PM,03/16/2014 01:55:00 PM,Lincolnshire Dr & Bittern in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/White,,03/16/2014 03:17:00 PM,03/16/2014 03:17:00 PM,03/16/2013,Other,Unknown,1 year,Raccoon Mix,Black/White,1.0
A732994,*Sidney,10/17/2017 11:15:00 AM,10/17/2017 11:15:00 AM,1005 East Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue,*Sidney,10/19/2017 01:04:00 PM,10/19/2017 01:04:00 PM,05/03/2015,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue,0.0
A713214,*Perseus,10/04/2015 11:37:00 AM,10/04/2015 11:37:00 AM,1922 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,*Perseus,10/07/2015 02:22:00 PM,10/07/2015 02:22:00 PM,09/04/2015,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0.0
A753778,*Q.T.,07/11/2017 10:52:00 AM,07/11/2017 10:52:00 AM,5530 Pine Pl in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Black/Brown,*Q.T.,07/16/2017 06:11:00 PM,07/16/2017 06:11:00 PM,05/11/2017,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Brown,0.0
A731496,*Ian,08/16/2017 05:45:00 PM,08/16/2017 05:45:00 PM,2105 Kenneth Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,*Ian,08/23/2017 07:02:00 PM,08/23/2017 07:02:00 PM,07/23/2015,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,0.0
A712880,Jonse,09/29/2015 01:01:00 PM,09/29/2015 01:01:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Jonse,10/07/2015 12:21:00 PM,10/07/2015 12:21:00 PM,07/14/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A681260,Titan,06/14/2014 12:15:00 PM,06/14/2014 12:15:00 PM,515 Krebs Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White,Titan,07/02/2014 04:57:00 PM,07/02/2014 04:57:00 PM,04/03/2014,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White,0.0
A669764,,12/26/2013 06:32:00 PM,12/26/2013 06:32:00 PM,4705 Bayside in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black,,01/02/2014 11:21:00 AM,01/02/2014 11:21:00 AM,10/11/2013,Dog,Intact Female,2 months,Labrador Retriever Mix,Black,0.0
A707936,,07/20/2015 01:34:00 PM,07/20/2015 01:34:00 PM,12407 Mossy Bark Trail in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,,07/21/2015 09:00:00 AM,07/21/2015 09:00:00 AM,07/20/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0.0
A754515,Machito,07/29/2017 02:47:00 PM,07/29/2017 02:47:00 PM,South Lamar And Oltorf in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,Machito,07/31/2017 04:37:00 PM,07/31/2017 04:37:00 PM,05/09/2017,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,0.0
A678126,*Arya,05/04/2014 12:09:00 PM,05/04/2014 12:09:00 PM,7603 Clydesdale in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Arya,06/16/2014 12:57:00 PM,06/16/2014 12:57:00 PM,04/04/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A785767,Rocky,12/09/2018 03:08:00 PM,12/09/2018 03:08:00 PM,7101 N Ih 35 Svrd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Alaskan Husky Mix,White/Gray,Rocky,01/02/2019 06:30:00 PM,01/02/2019 06:30:00 PM,12/09/2016,Dog,Neutered Male,2 years,Alaskan Husky Mix,White/Gray,0.0
A688062,,09/14/2014 08:16:00 AM,09/14/2014 08:16:00 AM,Burleson & 183 in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Brown/White,,09/27/2014 03:09:00 PM,09/27/2014 03:09:00 PM,04/14/2014,Dog,Neutered Male,5 months,Labrador Retriever Mix,Brown/White,0.0
A708141,*Tank Girl,10/10/2017 01:49:00 PM,10/10/2017 01:49:00 PM,7917 Westgate Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chinese Sharpei Mix,Tan,*Tank Girl,10/10/2017 04:20:00 PM,10/10/2017 04:20:00 PM,07/23/2013,Dog,Spayed Female,4 years,Chinese Sharpei Mix,Tan,0.0
A754917,Orion,10/06/2017 01:46:00 PM,10/06/2017 01:46:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Neutered Male,6 months,Rabbit Sh Mix,Black,Orion,11/12/2017 12:53:00 PM,11/12/2017 12:53:00 PM,03/26/2017,Other,Neutered Male,7 months,Rabbit Sh Mix,Black,0.0
A796696,,06/04/2019 01:26:00 PM,06/04/2019 01:26:00 PM,3812 Southway Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Lhasa Apso,White/Black,,06/10/2019 02:44:00 PM,06/10/2019 02:44:00 PM,06/04/2016,Dog,Intact Male,3 years,Lhasa Apso,White/Black,0.0
A796085,*Fiona,05/28/2019 02:46:00 PM,05/28/2019 02:46:00 PM,4100 Westbank Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,*Fiona,07/07/2019 05:57:00 PM,07/07/2019 05:57:00 PM,04/24/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0.0
A691114,*Harley,10/30/2014 11:39:00 AM,10/30/2014 11:39:00 AM,Willow St in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Landseer Mix,Black/White,*Harley,11/23/2014 05:42:00 PM,11/23/2014 05:42:00 PM,04/30/2014,Dog,Neutered Male,6 months,Landseer Mix,Black/White,0.0
A695441,*William,01/15/2015 04:58:00 PM,01/15/2015 04:58:00 PM,13422 Onion Creek Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,*William,01/22/2015 05:18:00 PM,01/22/2015 05:18:00 PM,01/15/2013,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,0.0
A706573,,06/30/2015 03:39:00 PM,06/30/2015 03:39:00 PM,7312 Colony Park in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,,07/03/2015 01:59:00 PM,07/03/2015 01:59:00 PM,06/15/2015,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0.0
A729208,,06/14/2016 05:18:00 PM,06/14/2016 05:18:00 PM,1816 E 6Th St in Austin (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico,,06/14/2016 07:57:00 PM,06/14/2016 07:57:00 PM,05/14/2016,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico,0.0
A745323,*Bacall,03/16/2017 11:11:00 AM,03/16/2017 11:11:00 AM,Carson Creek Blvd And Evening Shadows Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 years,Black Mouth Cur Mix,Tan/Black,*Bacall,03/24/2017 04:00:00 PM,03/24/2017 04:00:00 PM,03/16/2015,Dog,Intact Female,2 years,Black Mouth Cur Mix,Tan/Black,0.0
A741410,*Java,05/21/2017 04:13:00 PM,05/21/2017 04:13:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Brown,*Java,06/12/2018 01:10:00 PM,06/12/2018 01:10:00 PM,01/01/2009,Dog,Spayed Female,9 years,Australian Cattle Dog Mix,Brown,0.0
A695204,*Duke,01/11/2015 04:45:00 AM,01/11/2015 04:45:00 AM,7101 Hwy 71 in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan,*Duke,01/26/2015 05:02:00 PM,01/26/2015 05:02:00 PM,01/11/2014,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan,0.0
A666390,Remi,10/31/2013 01:03:00 PM,10/31/2013 01:03:00 PM,13217 Coomes Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,Remi,10/31/2013 03:43:00 PM,10/31/2013 03:43:00 PM,10/31/2011,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A790213,*Darla,03/06/2019 03:07:00 PM,03/06/2019 03:07:00 PM,Marble Ridge Drive And Running Water Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Pointer,Black/Brown,*Darla,03/20/2019 12:59:00 PM,03/20/2019 12:59:00 PM,03/06/2018,Dog,Spayed Female,1 year,German Shepherd/Pointer,Black/Brown,0.0
A748245,*Rosemary,05/01/2017 11:29:00 AM,05/01/2017 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan,*Rosemary,05/03/2017 02:48:00 PM,05/03/2017 02:48:00 PM,03/01/2017,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan,0.0
A703343,,05/23/2015 01:24:00 PM,05/23/2015 01:24:00 PM,1704 East 5Th in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,,05/23/2015 03:45:00 PM,05/23/2015 03:45:00 PM,05/16/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,0.0
A632476,Piper,02/15/2014 02:26:00 PM,02/15/2014 02:26:00 PM,1204 Castile Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,Piper,02/16/2014 02:42:00 PM,02/16/2014 02:42:00 PM,07/16/2010,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,0.0
A736413,,10/10/2016 12:20:00 PM,10/10/2016 12:20:00 PM,16913 Jaron Dr in Manor (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,,10/10/2016 02:45:00 PM,10/10/2016 02:45:00 PM,09/18/2016,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,0.0
A703228,,05/22/2015 07:17:00 AM,05/22/2015 07:17:00 AM,Mitra in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum Mix,Gray/White,,05/26/2015 03:52:00 PM,05/26/2015 03:52:00 PM,05/22/2014,Other,Unknown,1 year,Opossum Mix,Gray/White,0.0
A692558,*Grover,11/22/2014 04:09:00 PM,11/22/2014 04:09:00 PM,9500 East Highway 290 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,*Grover,01/06/2015 08:14:00 AM,01/06/2015 08:14:00 AM,10/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A719691,Tarzan,02/13/2016 11:51:00 AM,02/13/2016 11:51:00 AM,W William Cannon Dr And Whispering Oaks Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Collie Rough Mix,Black/Brown,Tarzan,02/18/2016 11:28:00 AM,02/18/2016 11:28:00 AM,02/20/2009,Dog,Neutered Male,6 years,Collie Rough Mix,Black/Brown,0.0
A810202,*Hans,12/09/2019 10:48:00 AM,12/09/2019 10:48:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 month,Labrador Retriever,Black,*Hans,12/12/2019 07:19:00 PM,12/12/2019 07:19:00 PM,10/09/2019,Dog,Neutered Male,2 months,Labrador Retriever,Black,0.0
A665256,Jerry,10/15/2013 05:25:00 PM,10/15/2013 05:25:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,Jerry,10/15/2013 07:02:00 PM,10/15/2013 07:02:00 PM,10/15/2012,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,1.0
A742508,Zoey,01/22/2017 05:14:00 PM,01/22/2017 05:14:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Blue Smoke/White,Zoey,01/23/2017 01:02:00 PM,01/23/2017 01:02:00 PM,01/22/2016,Dog,Intact Female,1 year,Pit Bull Mix,Blue Smoke/White,0.0
A668766,Odin,12/09/2013 10:57:00 AM,12/09/2013 10:57:00 AM,5106 Village Square Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Newfoundland/Queensland Heeler,Black/White,Odin,12/29/2013 06:33:00 PM,12/29/2013 06:33:00 PM,12/09/2012,Dog,Neutered Male,1 year,Newfoundland/Queensland Heeler,Black/White,0.0
A696218,Mo,01/31/2015 11:37:00 AM,01/31/2015 11:37:00 AM,1215 W Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black,Mo,02/06/2015 04:50:00 PM,02/06/2015 04:50:00 PM,08/31/2014,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,0.0
A806012,,10/04/2019 06:45:00 PM,10/04/2019 06:45:00 PM,1211 East 3Rd Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue/White,,10/10/2019 12:26:00 PM,10/10/2019 12:26:00 PM,07/13/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Blue/White,0.0
A726487,Diamond,05/11/2016 12:58:00 PM,05/11/2016 12:58:00 PM,Crozier Ln And Thornberry Rd in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Pit Bull Mix,White/Black,Diamond,05/19/2016 06:29:00 PM,05/19/2016 06:29:00 PM,10/11/2015,Dog,Spayed Female,7 months,Pit Bull Mix,White/Black,0.0
A700057,*Carly,04/07/2015 10:54:00 AM,04/07/2015 10:54:00 AM,8746 Shoal Creek Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Boxer Mix,Brown/White,*Carly,04/16/2015 01:58:00 PM,04/16/2015 01:58:00 PM,04/07/2012,Dog,Spayed Female,3 years,Boxer Mix,Brown/White,0.0
A354540,Tux,12/11/2014 11:48:00 AM,12/11/2014 11:48:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,Tux,01/22/2015 12:07:00 PM,01/22/2015 12:07:00 PM,04/28/2004,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,0.0
A741273,,12/30/2016 12:42:00 PM,12/30/2016 12:42:00 PM,8528 Cornwall Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White,,01/03/2017 06:56:00 PM,01/03/2017 06:56:00 PM,10/30/2016,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White,0.0
A704385,Missy,06/04/2015 11:25:00 AM,06/04/2015 11:25:00 AM,Plains Valley Dr And Ross Rd in Del Valle (TX),Stray,Normal,Dog,Spayed Female,6 years,Beagle/Dachshund,Black/Tan,Missy,06/08/2015 01:49:00 PM,06/08/2015 01:49:00 PM,06/04/2009,Dog,Spayed Female,6 years,Beagle/Dachshund,Black/Tan,0.0
A791128,*Gail,03/21/2019 03:21:00 PM,03/21/2019 03:21:00 PM,East Second Street And Chicon Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Black/White,*Gail,03/28/2019 06:24:00 PM,03/28/2019 06:24:00 PM,03/21/2018,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,0.0
A784327,,11/14/2018 01:25:00 PM,11/14/2018 01:25:00 PM,4711 Bundyhill Drive in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White,,11/19/2018 11:57:00 AM,11/19/2018 11:57:00 AM,05/14/2018,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White,0.0
A741550,,01/03/2017 04:49:00 PM,01/03/2017 04:49:00 PM,9914 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rat Terrier Mix,White/Tan,,01/14/2017 09:22:00 AM,01/14/2017 09:22:00 AM,01/03/2015,Dog,Intact Male,2 years,Rat Terrier Mix,White/Tan,1.0
A736984,*Riley,10/20/2016 01:59:00 PM,10/20/2016 01:59:00 PM,6109 W William Cannon Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rottweiler Mix,Black/Brown,*Riley,10/29/2016 06:00:00 PM,10/29/2016 06:00:00 PM,10/20/2015,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Brown,0.0
A800095,,07/16/2019 11:52:00 AM,07/16/2019 11:52:00 AM,8225 North Fm 620 in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Cold Water,Black,,07/17/2019 12:43:00 PM,07/17/2019 12:43:00 PM,07/16/2018,Other,Unknown,1 year,Cold Water,Black,1.0
A807473,,10/25/2019 01:48:00 PM,10/25/2019 01:48:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,,10/31/2019 06:55:00 PM,10/31/2019 06:55:00 PM,08/25/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0.0
A782687,Hope,10/19/2018 04:31:00 PM,10/19/2018 04:31:00 PM,9201 Cota in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dachshund/Chihuahua Shorthair,Blue Merle/Tan,Hope,10/22/2018 03:41:00 PM,10/22/2018 03:41:00 PM,10/22/2014,Dog,Intact Female,4 years,Dachshund/Chihuahua Shorthair,Blue Merle/Tan,0.0
A805155,Chloe,09/23/2019 01:32:00 PM,09/23/2019 01:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,Chloe,10/01/2019 01:10:00 PM,10/01/2019 01:10:00 PM,09/23/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,0.0
A707685,*Doc,07/16/2015 11:05:00 AM,07/16/2015 11:05:00 AM,2906 Gem Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Doc,08/21/2015 03:43:00 PM,08/21/2015 03:43:00 PM,06/01/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A761451,,11/05/2017 09:29:00 AM,11/05/2017 09:29:00 AM,2901 South Capital Of Texas Highway in Austin (TX),Public Assist,Sick,Dog,Intact Female,4 weeks,Border Collie Mix,Black/White,,11/08/2017 07:48:00 AM,11/08/2017 07:48:00 AM,10/05/2017,Dog,Intact Female,4 weeks,Border Collie Mix,Black/White,0.0
